loss,acc,val_loss,val_acc
0.5712514322916666,0.7945666666348775,0.398007421875,0.8601
0.3516664713541667,0.8734166666984559,0.3484732421875,0.8718
0.3078201822916667,0.8873166666348775,0.32709384765625,0.8822
0.2792791666666667,0.8978666666348776,0.31396953125,0.8855
0.25844908854166665,0.9049166666984558,0.30981474609375,0.8889
0.242670703125,0.9092666666666667,0.3053634765625,0.8906
0.22948053385416667,0.9150000000317892,0.2989568359375,0.8931
0.21559921875,0.9198333333333333,0.298399609375,0.8945
0.20481484375,0.92445,0.305666796875,0.8914
0.19638326822916666,0.9264666666348775,0.30191171875,0.8968
0.18518743489583334,0.9318666666984559,0.297665234375,0.897
0.17715260416666667,0.9345333333651225,0.300097265625,0.8993
0.167762109375,0.9374333333651225,0.2914296875,0.8995
0.1576650390625,0.9415999999682109,0.31268984375,0.8982
0.15033912760416668,0.9436,0.31277734375,0.8975
0.141893359375,0.9485000000317891,0.319233203125,0.8948
0.13507666015625,0.9488166666984558,0.336053515625,0.8945
0.12777177734375,0.9523666666984558,0.3573609375,0.8945
0.1197162109375,0.9543,0.348318359375,0.897
0.11333238932291667,0.9583666666348776,0.35620625,0.8993
0.10385032552083333,0.9610833333651225,0.38297734375,0.8949
0.1014119140625,0.9615500000317891,0.3796421875,0.8976
0.09576350911458334,0.9640333333015442,0.38603046875,0.8979
0.09035999348958333,0.9658833333333333,0.39205703125,0.8996
0.08459464518229166,0.9690166666348775,0.4173296875,0.8974
0.07868453776041667,0.9714000000317892,0.4331296875,0.8973
0.0761341796875,0.9717999999682109,0.43370859375,0.8953
0.07138616536458334,0.9734833333333334,0.455591796875,0.8969
0.06632950846354167,0.9750999999682108,0.4757015625,0.8956
0.06437861328125,0.9764166666666667,0.4702421875,0.8971
