loss,acc,val_loss,val_acc
1.6314489354324342,0.452699999961853,1.2313294792175293,0.5529
1.0861058183288574,0.6148800000190735,1.0237616882324219,0.6409
0.8748709858894348,0.6913799999809265,0.9619644695281983,0.6673
0.7031624843788147,0.753520000038147,0.9227520036697388,0.6839
0.5453660495185852,0.810440000038147,0.9819229309082032,0.679
0.3951517532730103,0.863080000038147,1.041895574569702,0.6889
0.26912274308204653,0.907240000038147,1.1746951526641847,0.6942
0.1720554085636139,0.9410600000381469,1.3523038711547852,0.6911
0.13015687497615813,0.95638,1.402471088027954,0.6871
0.10985194056987763,0.9632,1.6053846019744873,0.6853
0.09964668117523193,0.966199999961853,1.629569813156128,0.6968
0.08538797308444977,0.971100000038147,1.7901482330322265,0.6986
0.0899838652586937,0.968959999961853,1.7505503673553466,0.692
0.06649824846148492,0.977839999961853,2.0571757915496827,0.6764
0.08368078408241272,0.971539999961853,1.9336944332122803,0.6945
0.052501415430009364,0.98224,2.0984821846961976,0.6922
0.06767034865379333,0.977559999961853,2.014242781448364,0.6882
0.06626201113700866,0.9778799999809266,2.093087335586548,0.6915
0.06262537185788154,0.9789199999618531,2.1136687091827393,0.6949
0.05017133030474186,0.9829,2.2046200210571287,0.6998
0.05575586304992437,0.9820200000381469,2.2562170934677126,0.6787
0.05615613689601422,0.9822400000190735,2.1423521991729735,0.6893
0.05627948520720005,0.981820000038147,2.280828966522217,0.6977
0.04818633476376533,0.9843999999809265,2.3737221817016603,0.6914
0.04508916007503867,0.9852599999809265,2.418835799407959,0.6817
0.05175250502884388,0.98316,2.399970093536377,0.6903
0.050277231914401053,0.98348,2.431674281311035,0.6896
0.04436277030080557,0.985859999961853,2.4862582023620607,0.6891
0.04430460393399,0.9851400000190735,2.522847442626953,0.6898
0.04677150340765714,0.9854000000190735,2.577749720954895,0.6806
