loss,acc,val_loss,val_acc
0.243042,0.726428873689624,0.549072,0.8488783036629408
0.196167,0.8824958707131668,0.397034,0.8729640442898615
0.121521,0.9124861788065913,0.367676,0.8891748617086662
0.112854,0.9336855181001619,0.352966,0.8900968038969854
0.089417,0.9506941316171942,0.348022,0.8978180700309744
0.061646,0.963116152715284,0.397034,0.8976259988073784
0.055542,0.9736953465124638,0.475464,0.8934772587950859
0.053589,0.9817218832330016,0.539185,0.8937845728700705
0.035583,0.9876871834773469,0.612793,0.8922480024951472
0.026917,0.9908814174754631,0.627441,0.898432698254213
0.019104,0.9934067734141447,0.627441,0.9006991395572247
0.013840,0.9958638764896187,0.627441,0.896819299323909
0.007217,0.9984028830009419,0.627441,0.8999308543697632
0.007675,0.997856860095281,0.627441,0.9034265519727134
0.002693,0.9994812782396222,0.627441,0.9036186232695788
0.000969,0.9999180965641509,0.627441,0.9073448063921328
0.000557,0.9999590482820754,0.627441,0.9067685925381712
0.000626,0.9999590482820754,0.627441,0.9079594345787367
0.000349,0.999972698854717,0.627441,0.9069222495756636
0.000492,0.9999453977094339,0.627441,0.9078441918006175
0.000414,0.9999590482820754,0.627441,0.9081515058389674
0.000340,0.9999590482820754,0.627441,0.9078441918006175
0.000401,0.9999590482820754,0.627441,0.9086893055068253
0.000307,0.9999590482820754,0.627441,0.9080362630974829
0.000364,0.9999590482820754,0.627441,0.9084972342099599
0.000389,0.9999453977094339,0.627441,0.9083051629130945
0.000242,0.999972698854717,0.627441,0.9086893055068253
0.000376,0.9999453977094339,0.627441,0.9084204056912136
0.000298,0.9999590482820754,0.627441,0.9084204056545789
0.000336,0.9999453977094339,0.627441,0.9089966195451752
