loss,acc,val_loss,val_acc
0.910877,0.7223473524624862,0.557522,0.8410802090102056
0.410307,0.8786600597805582,0.470069,0.8623232943702491
0.310687,0.9082954529796077,0.426904,0.8786109403444348
0.241065,0.9274199052707214,0.429201,0.8778426551936078
0.188285,0.9418485605324695,0.444687,0.8808773817207158
0.145093,0.9547620022586724,0.449377,0.892747387793728
0.110039,0.9653548466284937,0.487317,0.8932467732022127
0.088710,0.9713337974528031,0.545010,0.8942839581686511
0.079783,0.9742823211563901,0.592780,0.8881376767055931
0.063137,0.9798654053667728,0.619238,0.8972802704730207
0.056629,0.982254255566021,0.701087,0.8836047940995697
0.051318,0.9838650231377206,0.793042,0.886946834628393
0.050947,0.9835510599669656,0.776126,0.8864090350704392
0.049917,0.9842062874667769,0.778725,0.8826828518746158
0.039003,0.9884516155582903,0.797461,0.8965503994716628
0.030625,0.9909496703386707,0.855776,0.8945912723169052
0.039152,0.9880147972207434,0.897950,0.8885986477814354
0.037232,0.9887655787290454,0.957462,0.8846419791026429
0.035159,0.9895027096386694,0.985063,0.8906730178608511
0.036658,0.9892979510620648,0.985728,0.8863322064784237
0.033093,0.9905128520271602,0.917371,0.8871773201846315
0.028371,0.9916731506886713,1.027824,0.8881376767422278
0.033457,0.9905128520271602,0.923470,0.8894053472649047
0.026720,0.9920963184405586,1.036342,0.8864474493298123
0.022855,0.9933931228545214,1.023269,0.8913644745295665
0.031812,0.9905947554499911,1.128893,0.8921327596437587
0.030836,0.9913864886762176,1.026145,0.8925937307928703
0.030357,0.991768704697162,1.126947,0.890019975414874
0.022177,0.9937070860252765,1.049698,0.898432698254213
0.023639,0.9934613757047108,1.080984,0.8951290719481282
