loss,acc,val_loss,val_acc
0.5921649373372396,0.7881833333015442,0.4378165217399597,0.8456
0.37171048074563345,0.86665,0.3588182909965515,0.8725
0.3210938893636068,0.8842833333651224,0.3307476253986359,0.8815
0.29121603212356567,0.8935,0.31993558552265167,0.8837
0.27019904076258344,0.9013,0.31026110455989836,0.8868
0.25193085432052614,0.9079499999682109,0.2951769749164581,0.896
0.23931783628463746,0.9124666666348775,0.2902831252336502,0.8962
0.2259499290863673,0.9157166666984559,0.29232135818004606,0.8977
0.21501559826135636,0.9205833333333333,0.29331132864952086,0.8959
0.20647048238913218,0.9229,0.29537680907249453,0.8984
0.19463391385873158,0.9290666666666667,0.2851757207155228,0.8999
0.18707841294606525,0.9305333333015442,0.29113332240581513,0.8989
0.17669064253171285,0.9350499999682108,0.28106315467357634,0.9024
0.16812160957256952,0.9375833333651225,0.28633052573204043,0.9018
0.1601657022078832,0.9401,0.2949367673635483,0.9023
0.15185250325202942,0.9447833333333333,0.30370798420906064,0.8991
0.1455575441678365,0.9452833333333334,0.2981856274604797,0.901
0.13637134250799815,0.9491000000317892,0.3119032133579254,0.9012
0.12849124915599822,0.9526166666666667,0.33211106090545656,0.9019
0.12314561116695404,0.9539333333015442,0.33151745777130126,0.8991
0.11437549116611481,0.9572833333015441,0.3454290390133858,0.9005
0.10773822332223257,0.9598,0.3404753894805908,0.8987
0.10314619305928548,0.9613666666348776,0.3489045881271362,0.9015
0.09610553418000539,0.9632500000317892,0.3542324262619019,0.9057
0.09411166935563088,0.9641666666666666,0.3882675008773804,0.8985
0.08624706034064293,0.9673833333015441,0.3781821918487549,0.9017
0.08206062046686809,0.9696500000317891,0.39010297775268554,0.9041
0.07624638896783192,0.9713833333015441,0.43207173261642456,0.8984
0.07264921864271164,0.9727833333651225,0.45690579671859743,0.9011
0.06815847960710525,0.9748833333333333,0.47006237964630126,0.8934
